Código do Ente;Nome do Ente;Sigla UF;Valor do Nível Socioeconômico;Ponderador do NSE entre 0,95 e 1,05
3144409;Natércia;PB;53,371699;0,993062
3144508;Nazareno;PB;52,264298;0,995931
3144607;Nepomuceno;PB;50,301025;1,001018
3144656;Ninheira;PB;42,986435;1,019971
3144672;Nova Belém;PB;46,811393;1,010060
3144706;Nova Era;PB;53,303038;0,993240
3144805;Nova Lima;PB;58,139906;0,980707
3144904;Nova Módica;PB;46,014618;1,012125
3145000;Nova Ponte;PB;53,771187;0,992027
3145059;Nova Porteirinha;PB;43,266985;1,019244
3145109;Nova Resende;PB;54,647776;0,989756
3145208;Nova Serrana;PB;51,520901;0,997858
3145307;Novo Cruzeiro;PB;42,022112;1,022469
3145356;Novo Oriente de Minas;PB;40,542154;1,026304
3145372;Novorizonte;PB;43,642197;1,018272
3145406;Olaria;PB;51,757183;0,997245
3145455;Olhos-d'Água;PE;45,110815;1,014466
3145505;Olímpio Noronha;PE;51,352320;0,998294
3145604;Oliveira;PE;52,814304;0,994506
3145703;Oliveira Fortes;PE;50,165927;1,001368
3145802;Onça de Pitangui;PE;50,552572;1,000367
3145851;Oratórios;PE;49,202751;1,003864
3145877;Orizânia;PE;46,306710;1,011368
3145901;Ouro Branco;PE;58,266811;0,980379
3146008;Ouro Fino;PE;56,412130;0,985184
3146107;Ouro Preto;PE;54,671923;0,989693
3146206;Ouro Verde de Minas;PE;46,519625;1,010816
3146255;Padre Carvalho;PE;44,753034;1,015393
3146305;Padre Paraíso;PE;43,434345;1,018810
3146404;Paineiras;PE;52,390145;0,995605
3146503;Pains;PE;56,012164;0,986220
3146552;Pai Pedro;PE;42,594082;1,020987
3146602;Paiva;PE;52,467644;0,995405
3146701;Palma;PE;47,533762;1,008188
3146750;Palmópolis;PE;41,456526;1,023935
3146909;Papagaios;PE;49,631755;1,002752
3147006;Paracatu;PE;51,436531;0,998076
3147105;Pará de Minas;PE;53,836039;0,991859
3147204;Paraguaçu;PE;56,393663;0,985232
3147303;Paraisópolis;PE;55,562503;0,987386
3147402;Paraopeba;PE;51,192562;0,998708
3147501;Passabém;PE;47,647532;1,007894
3147600;Passa Quatro;PE;54,204558;0,990904
3147709;Passa Tempo;PE;54,667215;0,989705
3147808;Passa Vinte;PE;52,385661;0,995617
3147907;Passos;PE;56,495602;0,984968
3147956;Patis;PE;42,183830;1,022050
3148004;Patos de Minas;PE;57,006640;0,983644
3148103;Patrocínio;PE;54,732650;0,989536
3148202;Patrocínio do Muriaé;PE;50,290376;1,001046
3148301;Paula Cândido;PE;47,963114;1,007076
3148400;Paulistas;PE;44,297988;1,016572
3148509;Pavão;PE;46,121557;1,011847
3148608;Peçanha;PE;42,838045;1,020355
3148707;Pedra Azul;PE;46,456508;1,010980
3148756;Pedra Bonita;PE;45,131510;1,014413
3148806;Pedra do Anta;PE;47,264932;1,008885
3148905;Pedra do Indaiá;PE;53,381121;0,993038
3149002;Pedra Dourada;PE;48,463494;1,005780
3149101;Pedralva;PE;51,539762;0,997809
3149150;Pedras de Maria da Cruz;PE;42,934221;1,020106
3149200;Pedrinópolis;PE;57,114477;0,983364
3149309;Pedro Leopoldo;PE;55,025219;0,988778
3149408;Pedro Teixeira;PE;47,214058;1,009017
3149507;Pequeri;PE;54,992769;0,988862
3149606;Pequi;PE;52,279011;0,995893
3149705;Perdigão;PE;52,767177;0,994628
3149804;Perdizes;PE;55,296654;0,988074
3149903;Perdões;PE;54,996678;0,988852
3149952;Periquito;PE;49,948329;1,001932
3150000;Pescador;PE;46,828165;1,010017
3150109;Piau;PE;52,527459;0,995250
3150158;Piedade de Caratinga;PE;47,484647;1,008316
3150208;Piedade de Ponte Nova;PE;47,958487;1,007088
3150307;Piedade do Rio Grande;PE;51,639287;0,997551
3150406;Piedade dos Gerais;PE;48,102143;1,006716
3150505;Pimenta;PE;53,235073;0,993416
3150539;Pingo-d'Água;PE;47,811820;1,007468
3150570;Pintópolis;PE;42,054547;1,022385
3150604;Piracema;PE;54,262287;0,990754
3150703;Pirajuba;PE;51,950498;0,996744
3150802;Piranga;PE;47,153518;1,009174
3150901;Piranguçu;PE;54,635115;0,989788
3151008;Piranguinho;PE;55,619239;0,987239
3151107;Pirapetinga;PE;49,996398;1,001808
3151206;Pirapora;PE;49,143720;1,004017
3151305;Piraúba;PE;52,534563;0,995231
3151404;Pitangui;PE;53,989096;0,991462
3151503;Piumhi;PE;54,390583;0,990422
3151602;Planura;PE;52,180730;0,996148
3151701;Poço Fundo;PE;53,156226;0,993620
3151800;Poços de Caldas;PE;60,504139;0,974582
3151909;Pocrane;PE;46,964349;1,009664
3152006;Pompéu;PE;48,948482;1,004523
3152105;Ponte Nova;PE;53,582087;0,992517
3152131;Ponto Chique;PE;46,418760;1,011078
3152170;Ponto dos Volantes;PE;43,559811;1,018485
3152204;Porteirinha;PE;43,998465;1,017349
3152303;Porto Firme;PE;48,125405;1,006655
3152402;Poté;PE;46,790209;1,010115
3152501;Pouso Alegre;PE;57,639687;0,982004
3152600;Pouso Alto;PE;54,290674;0,990681
3152709;Prados;PE;54,868130;0,989185
3152808;Prata;PE;53,031414;0,993944
3152907;Pratápolis;PE;54,108384;0,991153
3153004;Pratinha;PE;53,977490;0,991492
3153103;Presidente Bernardes;PE;46,042159;1,012053
3153202;Presidente Juscelino;PE;46,607288;1,010589
3153301;Presidente Kubitschek;PE;46,280089;1,011437
3153400;Presidente Olegário;PE;52,182589;0,996143
3153509;Alto Jequitibá;PE;50,811448;0,999696
3153608;Prudente de Morais;PE;52,012009;0,996585
3153707;Quartel Geral;PE;50,187127;1,001313
3153806;Queluzito;PE;51,667832;0,997477
3153905;Raposos;PE;55,925578;0,986445
3154002;Raul Soares;PE;48,966756;1,004475
3154101;Recreio;PE;50,295747;1,001032
3154150;Reduto;PE;48,092128;1,006742
3154200;Resende Costa;PE;55,993215;0,986270
3154309;Resplendor;PE;50,644014;1,000130
3154408;Ressaquinha;PE;52,895483;0,994296
3154457;Riachinho;PE;46,705879;1,010334
3154507;Riacho dos Machados;PE;44,600540;1,015789
3154606;Ribeirão das Neves;PE;51,930375;0,996797
3154705;Ribeirão Vermelho;PE;55,083929;0,988626
3154804;Rio Acima;PE;55,896582;0,986520
3154903;Rio Casca;PE;49,001232;1,004386
3155009;Rio Doce;PE;52,225624;0,996032
3155108;Rio do Prado;PE;41,969089;1,022607
3155207;Rio Espera;PE;45,827019;1,012611
3155306;Rio Manso;PE;53,130867;0,993686
3155405;Rio Novo;PE;51,215811;0,998648
3155504;Rio Paranaíba;PE;52,625978;0,994994
3155603;Rio Pardo de Minas;PE;43,688879;1,018151
3155702;Rio Piracicaba;PE;53,811983;0,991921
3155801;Rio Pomba;PE;52,386122;0,995616
3155900;Rio Preto;PE;49,995849;1,001809
3156007;Rio Vermelho;PE;41,399995;1,024081
3156106;Ritápolis;PE;52,852605;0,994407
3156205;Rochedo de Minas;PE;52,001400;0,996613
3156304;Rodeiro;PE;51,401476;0,998167
3156403;Romaria;PE;53,622712;0,992412
3156452;Rosário da Limeira;PE;48,200684;1,006460
3156502;Rubelita;PE;41,409973;1,024055
3156601;Rubim;PE;44,629742;1,015713
3156700;Sabará;PE;53,572129;0,992543
3156809;Sabinópolis;PE;44,869640;1,015091
3156908;Sacramento;PE;55,301697;0,988061
3157005;Salinas;PE;47,260379;1,008897
3157104;Salto da Divisa;PE;43,127062;1,019606
3157203;Santa Bárbara;PE;54,148621;0,991049
3157252;Santa Bárbara do Leste;PE;47,060862;1,009414
3157278;Santa Bárbara do Monte Verde;PE;50,464338;1,000595
3157302;Santa Bárbara do Tugúrio;PE;50,250631;1,001149
3157336;Santa Cruz de Minas;PE;53,119342;0,993716
3157377;Santa Cruz de Salinas;PE;42,031070;1,022446
3157401;Santa Cruz do Escalvado;PE;48,131031;1,006641
3157500;Santa Efigênia de Minas;PE;47,722087;1,007700
3157609;Santa Fé de Minas;PE;43,229516;1,019341
3157658;Santa Helena de Minas;PE;43,841030;1,017756
3157708;Santa Juliana;PE;52,240194;0,995994
3157807;Santa Luzia;PE;54,570808;0,989955
3157906;Santa Margarida;PE;49,177710;1,003929
3158003;Santa Maria de Itabira;PE;50,908249;0,999445
3158102;Santa Maria do Salto;PE;44,263253;1,016662
3158201;Santa Maria do Suaçuí;PE;45,798096;1,012686
3158300;Santana da Vargem;PE;53,320795;0,993194
3158409;Santana de Cataguases;PE;51,752436;0,997258
3158508;Santana de Pirapama;PE;45,329076;1,013901
3158607;Santana do Deserto;PE;52,004639;0,996604
3158706;Santana do Garambéu;PE;49,749558;1,002447
3158805;Santana do Jacaré;PE;50,596706;1,000252
3158904;Santana do Manhuaçu;PE;47,850886;1,007367
3158953;Santana do Paraíso;PE;51,215328;0,998649
3159001;Santana do Riacho;PE;52,384024;0,995621
3159100;Santana dos Montes;PE;50,745772;0,999866
3159209;Santa Rita de Caldas;PE;54,866694;0,989188
3159308;Santa Rita de Jacutinga;PE;53,795555;0,991964
3159357;Santa Rita de Minas;PE;49,087265;1,004163
3159407;Santa Rita de Ibitipoca;PE;49,382995;1,003397
3159506;Santa Rita do Itueto;PE;46,656395;1,010462
3159605;Santa Rita do Sapucaí;PE;52,729194;0,994727
3159704;Santa Rosa da Serra;PE;50,186833;1,001314
3159803;Santa Vitória;PE;52,693984;0,994818
3159902;Santo Antônio do Amparo;PE;51,703923;0,997383
3160009;Santo Antônio do Aventureiro;PE;51,331484;0,998348
3160108;Santo Antônio do Grama;PE;49,273276;1,003681
3160207;Santo Antônio do Itambé;PE;42,449981;1,021361
3160306;Santo Antônio do Jacinto;PE;44,638459;1,015690
3160405;Santo Antônio do Monte;PE;58,602054;0,979510
3160454;Santo Antônio do Retiro;PE;41,922911;1,022726
3160504;Santo Antônio do Rio Abaixo;PE;47,018178;1,009524
3160603;Santo Hipólito;PE;46,589037;1,010636
3160702;Santos Dumont;PE;53,827872;0,991880
3160801;São Bento Abade;PE;50,285182;1,001059
3160900;São Brás do Suaçuí;PE;58,616916;0,979471
3160959;São Domingos das Dores;PE;47,916153;1,007198
3161007;São Domingos do Prata;PE;50,887246;0,999499
3161056;São Félix de Minas;PE;47,526398;1,008208
3161106;São Francisco;PE;43,698086;1,018127
3161205;São Francisco de Paula;PE;51,168956;0,998769
3161304;São Francisco de Sales;PI;52,029026;0,996541
3161403;São Francisco do Glória;PI;48,064171;1,006814
3161502;São Geraldo;PI;51,664022;0,997487
3161601;São Geraldo da Piedade;PI;48,613104;1,005392
3161650;São Geraldo do Baixio;PI;47,591890;1,008038
3161700;São Gonçalo do Abaeté;PI;50,859475;0,999571
3161809;São Gonçalo do Pará;PI;52,967397;0,994110
3161908;São Gonçalo do Rio Abaixo;PI;56,599910;0,984698
3162005;São Gonçalo do Sapucaí;PI;53,678446;0,992267
3162104;São Gotardo;PI;51,208938;0,998666
3162203;São João Batista do Glória;PI;56,005069;0,986239
3162252;São João da Lagoa;PI;43,761636;1,017962
3162302;São João da Mata;PI;54,344238;0,990542
3162401;São João da Ponte;PI;40,285572;1,026969
3162450;São João das Missões;PI;42,311684;1,021719
3162500;São João del Rei;PI;54,449848;0,990269
3162559;São João do Manhuaçu;PI;48,194822;1,006476
3162575;São João do Manteninha;PI;50,211116;1,001251
3162609;São João do Oriente;PI;50,051396;1,001665
3162658;São João do Pacuí;PI;42,313321;1,021715
3162708;São João do Paraíso;PI;46,164328;1,011737
3162807;São João Evangelista;PI;48,190883;1,006486
3162906;São João Nepomuceno;PI;54,052348;0,991298
3162922;São Joaquim de Bicas;PI;52,937966;0,994186
3162948;São José da Barra;PI;57,478378;0,982421
3162955;São José da Lapa;PI;54,964666;0,988935
3163003;São José da Safira;PI;46,902005;1,009825
3163102;São José da Varginha;PI;51,474512;0,997978
3163201;São José do Alegre;PI;52,805906;0,994528
3163300;São José do Divino;PI;47,335720;1,008702
3163409;São José do Goiabal;PI;48,811630;1,004877
3163508;São José do Jacuri;PI;46,188954;1,011673
3163607;São José do Mantimento;PI;48,477213;1,005744
3163706;São Lourenço;PI;55,925164;0,986446
3163805;São Miguel do Anta;PI;47,972751;1,007051
3163904;São Pedro da União;PI;52,150913;0,996225
3164001;São Pedro dos Ferros;PI;46,757455;1,010200
3164100;São Pedro do Suaçuí;PI;45,980871;1,012212
3164209;São Romão;PI;45,245429;1,014118
3164308;São Roque de Minas;PI;53,095429;0,993778
3164407;São Sebastião da Bela Vista;PI;52,812587;0,994511
3164431;São Sebastião da Vargem Alegre;PI;50,458931;1,000609
3164472;São Sebastião do Anta;PI;47,199150;1,009055
3164506;São Sebastião do Maranhão;PI;40,972770;1,025188
3164605;São Sebastião do Oeste;PI;51,380914;0,998220
3164704;São Sebastião do Paraíso;PI;56,360722;0,985317
3164803;São Sebastião do Rio Preto;PI;48,524320;1,005622
3164902;São Sebastião do Rio Verde;PI;56,820004;0,984127
3165008;São Tiago;PI;56,298625;0,985478
3165107;São Tomás de Aquino;PI;51,512523;0,997879
3165206;São Tomé das Letras;PI;50,759447;0,999831
3165305;São Vicente de Minas;PI;54,853534;0,989223
3165404;Sapucaí-Mirim;PI;52,683387;0,994846
3165503;Sardoá;PI;46,702195;1,010343
3165537;Sarzedo;PI;57,175638;0,983206
3165552;Setubinha;PI;39,945448;1,027850
3165560;Sem-Peixe;PI;47,514904;1,008237
3165578;Senador Amaral;PI;51,105784;0,998933
3165602;Senador Cortes;PI;52,214527;0,996060
3165701;Senador Firmino;PI;52,548528;0,995195
3165800;Senador José Bento;PI;52,623143;0,995002
3165909;Senador Modestino Gonçalves;PI;43,081347;1,019725
3166006;Senhora de Oliveira;PI;49,280247;1,003663
3166105;Senhora do Porto;PI;46,070694;1,011979
3166204;Senhora dos Remédios;PI;46,728202;1,010276
3166303;Sericita;PI;46,595216;1,010620
3166402;Seritinga;PI;54,061317;0,991275
3166501;Serra Azul de Minas;PI;41,678693;1,023359
3166600;Serra da Saudade;PI;53,632000;0,992388
3166709;Serra dos Aimorés;PI;47,531582;1,008194
3166808;Serra do Salitre;PI;51,277910;0,998487
3166907;Serrania;PI;51,749391;0,997266
3166956;Serranópolis de Minas;PI;43,117329;1,019632
3167004;Serranos;PI;51,996958;0,996624
3167103;Serro;PI;45,716211;1,012898
3167202;Sete Lagoas;PI;52,495643;0,995332
3167301;Silveirânia;PI;52,528718;0,995246
3167400;Silvianópolis;PI;53,263390;0,993343
3167509;Simão Pereira;PI;52,341927;0,995730
3167608;Simonésia;PI;47,270699;1,008870
3167707;Sobrália;PI;50,572152;1,000316
3167806;Soledade de Minas;PI;52,521466;0,995265
3167905;Tabuleiro;PI;51,565018;0,997743
3168002;Taiobeiras;PI;48,211538;1,006432
3168051;Taparuba;PI;47,864783;1,007331
3168101;Tapira;PI;54,486679;0,990173
3168200;Tapiraí;PI;50,460991;1,000604
3168309;Taquaraçu de Minas;PI;51,358287;0,998279
3168408;Tarumirim;PI;47,811695;1,007468
3168507;Teixeiras;PI;51,296447;0,998439
3168606;Teófilo Otoni;PI;49,744383;1,002461
3168705;Timóteo;PI;55,311061;0,988037
3168804;Tiradentes;PI;55,743064;0,986918
3168903;Tiros;PI;56,363636;0,985310
3169000;Tocantins;PI;51,921701;0,996819
3169059;Tocos do Moji;PI;54,354188;0,990516
3169109;Toledo;PI;52,524099;0,995258
3169208;Tombos;PI;50,746646;0,999864
3169307;Três Corações;PI;53,967516;0,991518
3169356;Três Marias;PI;51,542057;0,997803
3169406;Três Pontas;PI;52,882671;0,994329
3169505;Tumiritinga;PI;49,706818;1,002558
3169604;Tupaciguara;PI;52,858314;0,994392
3169703;Turmalina;PI;47,375217;1,008599
3169802;Turvolândia;PI;52,875085;0,994349
3169901;Ubá;PI;52,727090;0,994732
3170008;Ubaí;PI;43,721414;1,018066
3170057;Ubaporanga;PI;49,332890;1,003527
3170107;Uberaba;PI;55,521384;0,987492
3170206;Uberlândia;PI;56,646663;0,984576
3170305;Umburatiba;PI;44,313135;1,016533
3170404;Unaí;PI;51,018770;0,999159
3170438;União de Minas;PI;51,285651;0,998467
3170479;Uruana de Minas;PI;47,711688;1,007727
3170503;Urucânia;PI;50,382696;1,000807
3170529;Urucuia;PI;45,192876;1,014254
3170578;Vargem Alegre;PI;47,398094;1,008540
3170602;Vargem Bonita;PI;50,002854;1,001791
3170651;Vargem Grande do Rio Pardo;PI;46,049485;1,012034
3170701;Varginha;PI;58,110046;0,980785
3170750;Varjão de Minas;PI;52,493000;0,995339
3170800;Várzea da Palma;PI;47,388658;1,008564
3170909;Varzelândia;PI;41,947117;1,022664
3171006;Vazante;PI;54,909267;0,989078
3171030;Verdelândia;PI;41,923479;1,022725
3171071;Veredinha;PI;47,244311;1,008938
3171105;Veríssimo;PI;51,855230;0,996991
3171154;Vermelho Novo;PI;47,277253;1,008853
3171204;Vespasiano;PI;53,233099;0,993421
3171303;Viçosa;PI;51,176752;0,998749
3171402;Vieiras;PI;48,215065;1,006423
3171501;Mathias Lobato;PI;46,728569;1,010275
3171600;Virgem da Lapa;PI;49,184391;1,003912
3171709;Virgínia;PI;51,563916;0,997746
3171808;Virginópolis;PI;48,531566;1,005603
3171907;Virgolândia;PI;46,364089;1,011219
3172004;Visconde do Rio Branco;PI;54,650180;0,989749
3172103;Volta Grande;PI;50,967846;0,999291
3172202;Wenceslau Braz;PI;53,310525;0,993221
3200102;Afonso Cláudio;PI;52,407162;0,995561
3200136;Águia Branca;PI;48,884821;1,004688
3200169;Água Doce do Norte;PI;46,779143;1,010144
3200201;Alegre;PI;49,657925;1,002685
3200300;Alfredo Chaves;PI;55,961586;0,986352
3200359;Alto Rio Novo;PI;47,357201;1,008646
3200409;Anchieta;PI;54,529622;0,990062
3200508;Apiacá;PI;48,732629;1,005082
3200607;Aracruz;PI;52,652166;0,994926
3200706;Atílio Vivácqua;PI;50,666804;1,000071
3200805;Baixo Guandu;PI;51,511970;0,997881
3200904;Barra de São Francisco;PI;49,089790;1,004157
3201001;Boa Esperança;PI;48,055261;1,006837
3201100;Bom Jesus do Norte;PI;50,063620;1,001633
3201159;Brejetuba;PI;48,546705;1,005564
3201209;Cachoeiro de Itapemirim;PI;52,511890;0,995290
3201308;Cariacica;PI;51,643057;0,997541
3201407;Castelo;PI;54,119123;0,991125
3201506;Colatina;PI;53,655178;0,992328
3201605;Conceição da Barra;PI;49,516631;1,003051
3201704;Conceição do Castelo;PI;52,028031;0,996544
3201803;Divino de São Lourenço;PI;46,528871;1,010792
3201902;Domingos Martins;PI;53,512332;0,992698
3202009;Dores do Rio Preto;PI;48,232887;1,006377
3202108;Ecoporanga;PI;47,400982;1,008533
3202207;Fundão;PI;52,112759;0,996324
3202256;Governador Lindenberg;PI;50,569976;1,000322
3202306;Guaçuí;PI;50,926915;0,999397
3202405;Guarapari;PI;52,807150;0,994525
3202454;Ibatiba;PI;49,818109;1,002270
3202504;Ibiraçu;PI;51,239289;0,998587
3202553;Ibitirama;PI;47,024165;1,009509
3202603;Iconha;PI;56,380767;0,985265
3202652;Irupi;PI;47,579962;1,008069
3202702;Itaguaçu;PI;51,148625;0,998822
3202801;Itapemirim;PI;51,720029;0,997342
3202900;Itarana;PI;54,107320;0,991156
3203007;Iúna;PI;48,711454;1,005137
3203056;Jaguaré;PI;47,883931;1,007281
3203106;Jerônimo Monteiro;PI;51,086247;0,998984
3203130;João Neiva;PI;55,817763;0,986724
3203163;Laranja da Terra;PI;50,382898;1,000806
3203205;Linhares;PI;51,278310;0,998486
3203304;Mantenópolis;PI;47,625538;1,007951
3203320;Marataízes;PI;51,327819;0,998358
3203346;Marechal Floriano;PI;53,966208;0,991522
3203353;Marilândia;PI;52,182015;0,996145
3203403;Mimoso do Sul;PI;49,673758;1,002644
3203502;Montanha;PI;48,803423;1,004899
3203601;Mucurici;PI;47,357494;1,008645
3203700;Muniz Freire;PI;48,888818;1,004677
3203809;Muqui;PI;51,210290;0,998662
3203908;Nova Venécia;PI;51,994650;0,996630
3204005;Pancas;PI;49,196404;1,003881
3204054;Pedro Canário;PI;47,441126;1,008428
3204104;Pinheiros;PI;49,062028;1,004229
3204203;Piúma;PI;52,267513;0,995923
3204252;Ponto Belo;PI;47,094734;1,009326
3204302;Presidente Kennedy;PI;49,216313;1,003829
3204351;Rio Bananal;PI;51,478988;0,997966
3204401;Rio Novo do Sul;PI;51,425587;0,998105
3204500;Santa Leopoldina;PI;51,302537;0,998423
3204559;Santa Maria de Jetibá;PI;54,685065;0,989659
3204609;Santa Teresa;PI;55,113551;0,988549
3204658;São Domingos do Norte;PI;50,918694;0,999418
3204708;São Gabriel da Palha;PI;52,684250;0,994843
3204807;São José do Calçado;PI;51,607581;0,997633
3204906;São Mateus;PI;50,057564;1,001649
3204955;São Roque do Canaã;PI;52,388078;0,995611
3205002;Serra;PI;52,326143;0,995771
3205010;Sooretama;PI;48,068151;1,006804
3205036;Vargem Alta;PI;51,245696;0,998571
3205069;Venda Nova do Imigrante;PI;53,831007;0,991872
3205101;Viana;PI;51,318138;0,998383
3205150;Vila Pavão;PI;49,889392;1,002085
3205176;Vila Valério;PI;50,009642;1,001773
3205200;Vila Velha;PI;54,220441;0,990863
3205309;Vitória;PI;55,748365;0,986904
3300100;Angra dos Reis;PI;51,994419;0,996631
3300159;Aperibé;PI;51,680788;0,997443
3300209;Araruama;PI;50,784264;0,999766
3300225;Areal;PI;53,095195;0,993779
3300233;Armação dos Búzios;PI;53,368053;0,993071
3300258;Arraial do Cabo;PI;52,512618;0,995288
3300308;Barra do Piraí;PI;52,218196;0,996051
3300407;Barra Mansa;PI;55,453341;0,987668
3500105;Adamantina;PR;60,013881;0,975852
3500204;Adolfo;PR;55,133661;0,988497
3500303;Aguaí;PR;55,135327;0,988492
3500402;Águas da Prata;PR;57,915436;0,981289
3500501;Águas de Lindóia;PR;61,389718;0,972287
3500550;Águas de Santa Bárbara;PR;61,938826;0,970864
3500600;Águas de São Pedro;PR;66,827457;0,958198
3500709;Agudos;PR;56,884566;0,983960
3500758;Alambari;PR;56,553762;0,984817
3500808;Alfredo Marcondes;PR;57,045512;0,983543
3500907;Altair;PR;55,499173;0,987550
3501004;Altinópolis;PR;57,397799;0,982630
3501103;Alto Alegre;PR;56,710625;0,984411
3501152;Alumínio;PR;59,135640;0,978127
3501202;Álvares Florence;PR;56,879281;0,983974
3501301;Álvares Machado;PR;57,616903;0,982063
3501400;Álvaro de Carvalho;PR;52,096903;0,996365
3501509;Alvinlândia;PR;56,810310;0,984152
3501608;Americana;PR;63,381649;0,967126
3501707;Américo Brasiliense;PR;56,664285;0,984531
3501806;Américo de Campos;PR;58,108094;0,980790
3501905;Amparo;PR;60,179949;0,975422
3502002;Analândia;PR;60,525009;0,974527
3502101;Andradina;PR;57,548203;0,982241
3502200;Angatuba;PR;57,391627;0,982646
3502309;Anhembi;PR;56,156756;0,985846
3502408;Anhumas;PR;54,945151;0,988985
3502507;Aparecida;PR;57,640454;0,982002
3502606;Aparecida d'Oeste;PR;56,614471;0,984660
3502705;Apiaí;PR;53,462454;0,992827
3502754;Araçariguama;PR;55,412742;0,987774
3502804;Araçatuba;PR;58,405726;0,980019
3502903;Araçoiaba da Serra;PR;58,454132;0,979893
3503000;Aramina;PR;56,285417;0,985512
3503109;Arandu;PR;56,300712;0,985473
3503158;Arapeí;PR;53,339880;0,993145
3503208;Araraquara;PR;59,204772;0,977948
3503307;Araras;PR;59,781608;0,976454
3503356;Arco-Íris;PR;56,801265;0,984176
3503406;Arealva;PR;57,135598;0,983310
3503505;Areias;PR;52,155021;0,996215
3503604;Areiópolis;PR;55,325505;0,988000
3503703;Ariranha;PR;57,904490;0,981317
3503802;Artur Nogueira;PR;57,825329;0,981523
3503901;Arujá;PR;57,644994;0,981990
3503950;Aspásia;PR;59,458084;0,977292
3504008;Assis;PR;59,819566;0,976355
3504107;Atibaia;PR;58,914770;0,978700
3504206;Auriflama;PR;56,600818;0,984695
3504305;Avaí;PR;55,471708;0,987621
3504404;Avanhandava;PR;54,370148;0,990475
3504503;Avaré;PR;57,718508;0,981799
3504602;Bady Bassitt;PR;61,220566;0,972725
3504701;Balbinos;PR;55,863665;0,986605
3504800;Bálsamo;PR;59,119634;0,978169
3504909;Bananal;PR;53,270508;0,993324
3505005;Barão de Antonina;PR;56,042090;0,986143
3505104;Barbosa;PR;51,577707;0,997710
3505203;Bariri;PR;58,574009;0,979583
3505302;Barra Bonita;PR;58,698593;0,979260
3505351;Barra do Chapéu;PR;48,603482;1,005417
3505401;Barra do Turvo;PR;49,101890;1,004125
3505500;Barretos;PR;56,780545;0,984230
3505609;Barrinha;PR;53,818062;0,991906
3505708;Barueri;PR;59,679305;0,976719
3505807;Bastos;PR;57,266832;0,982970
3505906;Batatais;PR;57,028336;0,983588
3506003;Bauru;PR;60,383198;0,974895
3506102;Bebedouro;PR;58,270076;0,980370
3300456;Belford Roxo;PR;48,241141;1,006356
3506201;Bento de Abreu;PR;56,004595;0,986240
3506300;Bernardino de Campos;PR;56,289982;0,985501
3506359;Bertioga;PR;52,434369;0,995491
3506409;Bilac;PR;58,891554;0,978760
3506508;Birigui;PR;57,612567;0,982074
3506607;Biritiba Mirim;PR;55,673321;0,987098
3506706;Boa Esperança do Sul;PR;54,721454;0,989565
3506805;Bocaina;PR;58,375574;0,980097
3506904;Bofete;PR;56,407499;0,985196
3507001;Boituva;PR;58,918520;0,978690
3300506;Bom Jardim;PR;52,169021;0,996178
3300605;Bom Jesus do Itabapoana;PR;50,604500;1,000232
3507100;Bom Jesus dos Perdões;PR;56,352637;0,985338
3507159;Bom Sucesso de Itararé;PR;49,492207;1,003114
3507209;Borá;PR;58,066388;0,980898
3507308;Boracéia;PR;56,148349;0,985868
3507407;Borborema;PR;55,684057;0,987071
3507456;Borebi;PR;56,419380;0,985165
3507506;Botucatu;PR;59,840157;0,976302
3507605;Bragança Paulista;PR;57,987266;0,981103
3507704;Braúna;PR;53,786069;0,991988
3507753;Brejo Alegre;PR;54,909365;0,989078
3507803;Brodowski;PR;59,627007;0,976854
3507902;Brotas;PR;58,579294;0,979569
3508009;Buri;PR;53,209472;0,993482
3508108;Buritama;PR;56,292171;0,985495
3508207;Buritizal;PR;57,879370;0,981382
3300704;Cabo Frio;PR;52,127384;0,996286
3508306;Cabrália Paulista;PR;55,429568;0,987730
3508405;Cabreúva;PR;56,451166;0,985083
3508504;Caçapava;PR;57,460467;0,982468
3508603;Cachoeira Paulista;PR;55,619414;0,987238
3300803;Cachoeiras de Macacu;PR;50,998371;0,999211
3508702;Caconde;PR;56,034357;0,986163
3508801;Cafelândia;PR;56,254100;0,985594
3508900;Caiabu;PR;55,600410;0,987287
3509007;Caieiras;PR;57,423377;0,982564
3509106;Caiuá;PR;53,860630;0,991795
3509205;Cajamar;PR;56,289782;0,985501
3509254;Cajati;PR;52,760816;0,994645
3509304;Cajobi;PR;57,300116;0,982883
3509403;Cajuru;PR;56,641806;0,984589
3300902;Cambuci;PR;48,987055;1,004423
3509452;Campina do Monte Alegre;PR;54,949429;0,988974
3509502;Campinas;PR;58,736654;0,979161
3509601;Campo Limpo Paulista;PR;59,190071;0,977986
3509700;Campos do Jordão;PR;58,140022;0,980707
3301009;Campos dos Goytacazes;PR;48,922173;1,004591
3509809;Campos Novos Paulista;PR;55,157916;0,988434
3509908;Cananéia;PR;51,320437;0,998377
3509957;Canas;PR;55,704728;0,987017
3510005;Cândido Mota;PR;55,105194;0,988571
3510104;Cândido Rodrigues;PR;60,762908;0,973911
3510153;Canitar;PR;54,869191;0,989182
3301108;Cantagalo;PR;51,665979;0,997482
3510203;Capão Bonito;PR;54,130913;0,991095
3510302;Capela do Alto;PR;56,299705;0,985475
3510401;Capivari;PR;59,369774;0,977521
3510500;Caraguatatuba;PR;56,280839;0,985524
3300936;Carapebus;PR;53,253314;0,993369
